Source IP,Source Port,Destination IP,Destination Port,Protocol,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Flow Bytes/s,Flow Packets/s,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Packet Length Mean,Packet Length Std,Packet Length Variance,Average Packet Size,Label,BinaryLabel
172.16.0.1,52414,192.168.10.50,80,6,676798,3,4,26,11607,17188.28956,10.34282016,20,0,8.666666667,11595,0,2901.75,1454.125,4097.537534,16800000.0,1661.857143,DDoS,1
172.16.0.1,52414,192.168.10.50,80,6,72542581,8,5,56,11601,160.6918287,0.179205093,20,0,7.0,5840,0,2320.2,833.0714286,1774.906302,3150292.379,897.1538462,DDoS,1
172.16.0.1,52415,192.168.10.50,80,6,677588,3,5,26,11607,17168.24973,11.80658453,20,0,8.666666667,10135,0,2321.4,1292.555556,3350.634907,11200000.0,1454.125,DDoS,1
172.16.0.1,52415,192.168.10.50,80,6,72541769,9,5,62,11601,160.7763384,0.192992261,20,0,6.888888889,8760,0,2320.2,777.9333333,2262.786603,5120203.21,833.5,DDoS,1
172.16.0.1,52416,192.168.10.50,80,6,677539,3,6,26,11607,17169.49135,13.28336819,20,0,8.666666667,5840,0,1934.5,1163.3,2138.329153,4572451.567,1292.555556,DDoS,1
172.16.0.1,52416,192.168.10.50,80,6,72541690,9,4,62,11601,160.7765135,0.179207294,20,0,6.888888889,5840,0,2900.25,833.5,2103.115592,4423095.192,897.6153846,DDoS,1
172.16.0.1,52417,192.168.10.50,80,6,677742,3,5,26,11607,17164.34868,11.80390178,20,0,8.666666667,7215,0,2321.4,1292.555556,2650.585648,7025604.278,1454.125,DDoS,1
172.16.0.1,52417,192.168.10.50,80,6,72538648,9,6,62,11601,160.7832558,0.206786319,20,0,6.888888889,4380,0,1933.5,729.3125,1399.285566,1958000.096,777.9333333,DDoS,1
172.16.0.1,52418,192.168.10.50,80,6,677694,3,7,26,11607,17165.5644,14.75592229,20,0,8.666666667,4380,0,1658.142857,1057.545455,1720.253084,2959270.673,1163.3,DDoS,1
172.16.0.1,52418,192.168.10.50,80,6,72591915,9,6,62,11601,160.6652752,0.206634582,20,0,6.888888889,5840,0,1933.5,729.3125,1594.67032,2542973.429,777.9333333,DDoS,1
172.16.0.1,52419,192.168.10.50,80,6,677719,3,5,26,11607,17164.93119,11.80430237,20,0,8.666666667,10135,0,2321.4,1292.555556,3350.634907,11200000.0,1454.125,DDoS,1
172.16.0.1,52419,192.168.10.50,80,6,72589686,9,6,62,11601,160.6702087,0.206640927,20,0,6.888888889,5840,0,1933.5,729.3125,1589.473738,2526426.763,777.9333333,DDoS,1
172.16.0.1,52420,192.168.10.50,80,6,663590,3,5,26,11607,17530.40281,12.05563676,20,0,8.666666667,7215,0,2321.4,1292.555556,2650.585648,7025604.278,1454.125,DDoS,1
172.16.0.1,52421,192.168.10.50,80,6,663846,3,5,26,11607,17523.64253,12.05098773,20,0,8.666666667,5840,0,2321.4,1292.555556,2554.159212,6523729.278,1454.125,DDoS,1
172.16.0.1,52422,192.168.10.50,80,6,648491,3,6,26,11607,17938.56815,13.87837302,20,0,8.666666667,8760,0,1934.5,1163.3,2733.082592,7469740.456,1292.555556,DDoS,1
172.16.0.1,52423,192.168.10.50,80,6,617046,3,5,26,11607,18852.72735,12.96499775,20,0,8.666666667,10135,0,2321.4,1292.555556,3350.634907,11200000.0,1454.125,DDoS,1
172.16.0.1,52424,192.168.10.50,80,6,616984,3,4,26,11607,18854.62184,11.34551301,20,0,8.666666667,11595,0,2901.75,1454.125,4097.537534,16800000.0,1661.857143,DDoS,1
172.16.0.1,52425,192.168.10.50,80,6,617306,3,5,26,11607,18844.78686,12.95953709,20,0,8.666666667,10135,0,2321.4,1292.555556,3350.634907,11200000.0,1454.125,DDoS,1
172.16.0.1,52426,192.168.10.50,80,6,617489,3,6,26,11607,18839.20199,14.57515842,20,0,8.666666667,4380,0,1934.5,1163.3,1911.191138,3652651.567,1292.555556,DDoS,1
172.16.0.1,52427,192.168.10.50,80,6,602239,3,5,26,11607,19316.25152,13.28376276,20,0,8.666666667,7215,0,2321.4,1292.555556,2650.585648,7025604.278,1454.125,DDoS,1
172.16.0.1,52428,192.168.10.50,80,6,539645,3,4,26,11607,21556.76417,12.97149052,20,0,8.666666667,11595,0,2901.75,1454.125,4097.537534,16800000.0,1661.857143,DDoS,1
172.16.0.1,52429,192.168.10.50,80,6,133587,3,5,26,11607,87081.82682,59.88606676,20,0,8.666666667,7300,0,2321.4,1292.555556,2662.264877,7087654.278,1454.125,DDoS,1
172.16.0.1,52430,192.168.10.50,80,6,31777,3,5,26,11601,365893.5708,251.7544136,20,0,8.666666667,5840,0,2320.2,1291.888889,2110.95076,4456113.111,1453.375,DDoS,1
172.16.0.1,52430,192.168.10.50,80,6,73100386,8,5,56,11607,159.5477211,0.177837638,20,0,7.0,5840,0,2321.4,833.5,2103.115592,4423095.192,897.6153846,DDoS,1
172.16.0.1,52431,192.168.10.50,80,6,32019,3,7,26,11601,363128.1427,312.3145632,20,0,8.666666667,5840,0,1657.285714,1057.0,1734.985821,3010175.8,1162.7,DDoS,1
172.16.0.1,52431,192.168.10.50,80,6,73148898,8,6,56,11607,159.4419098,0.191390443,20,0,7.0,5755,0,1934.5,777.9333333,1799.98105,3239931.781,833.5,DDoS,1
172.16.0.1,52432,192.168.10.50,80,6,31704,3,5,26,11601,366736.0585,252.3340903,20,0,8.666666667,5840,0,2320.2,1291.888889,2110.95076,4456113.111,1453.375,DDoS,1
172.16.0.1,52432,192.168.10.50,80,6,73142751,8,6,56,11607,159.4553095,0.191406528,20,0,7.0,5840,0,1934.5,777.9333333,1804.898987,3257660.352,833.5,DDoS,1
172.16.0.1,52433,192.168.10.50,80,6,31550,3,5,26,11601,368526.149,253.5657686,20,0,8.666666667,8760,0,2320.2,1291.888889,2866.607422,8217438.111,1453.375,DDoS,1
172.16.0.1,52433,192.168.10.50,80,6,73177950,8,5,56,11607,159.3786106,0.177649142,20,0,7.0,10135,0,2321.4,833.5,2705.044255,7317264.423,897.6153846,DDoS,1
172.16.0.1,52434,192.168.10.50,80,6,31839,3,5,26,11601,365181.0672,251.2641729,20,0,8.666666667,7300,0,2320.2,1291.888889,2460.652985,6054813.111,1453.375,DDoS,1
172.16.0.1,52434,192.168.10.50,80,6,73181962,8,5,56,11607,159.3698731,0.177639402,20,0,7.0,10135,0,2321.4,833.5,2705.044255,7317264.423,897.6153846,DDoS,1
172.16.0.1,52435,192.168.10.50,80,6,31511,3,5,26,11601,368982.2602,253.8795976,20,0,8.666666667,7300,0,2320.2,1291.888889,2460.652985,6054813.111,1453.375,DDoS,1
172.16.0.1,52435,192.168.10.50,80,6,73178043,8,5,56,11607,159.3784081,0.177648916,20,0,7.0,5840,0,2321.4,833.5,2103.115592,4423095.192,897.6153846,DDoS,1
172.16.0.1,52436,192.168.10.50,80,6,32698,3,6,26,11601,355587.4977,275.2461924,20,0,8.666666667,5840,0,1933.5,1162.7,1918.795458,3681776.011,1291.888889,DDoS,1
172.16.0.1,52436,192.168.10.50,80,6,73176985,8,5,56,11607,159.3807124,0.177651484,20,0,7.0,10135,0,2321.4,833.5,2705.044255,7317264.423,897.6153846,DDoS,1
172.16.0.1,52437,192.168.10.50,80,6,337229,3,6,26,11601,34478.05497,26.68809622,20,0,8.666666667,4380,0,1933.5,1162.7,1645.241762,2706820.456,1291.888889,DDoS,1
172.16.0.1,52437,192.168.10.50,80,6,72887058,8,5,56,11607,160.0146901,0.178358139,20,0,7.0,7215,0,2321.4,833.5,2175.302587,4731941.346,897.6153846,DDoS,1
172.16.0.1,52438,192.168.10.50,80,6,32641,3,4,26,11601,356208.4495,214.454214,20,0,8.666666667,8760,0,2900.25,1453.375,3113.952607,9696700.839,1661.0,DDoS,1
172.16.0.1,52438,192.168.10.50,80,6,73176850,8,7,56,11607,159.3810064,0.20498286,20,0,7.0,5840,0,1658.142857,729.3125,1589.473738,2526426.763,777.9333333,DDoS,1
172.16.0.1,52439,192.168.10.50,80,6,337286,3,7,26,11601,34472.22832,29.64842893,20,0,8.666666667,5840,0,1657.285714,1057.0,1734.985821,3010175.8,1162.7,DDoS,1
172.16.0.1,52439,192.168.10.50,80,6,72888744,8,6,56,11607,160.0109888,0.192073553,20,0,7.0,5840,0,1934.5,777.9333333,1804.898987,3257660.352,833.5,DDoS,1
172.16.0.1,52440,192.168.10.50,80,6,362931,3,6,26,11601,32036.39259,24.79810212,20,0,8.666666667,4380,0,1933.5,1162.7,1645.241762,2706820.456,1291.888889,DDoS,1
172.16.0.1,52440,192.168.10.50,80,6,72847682,8,4,56,11607,160.1011821,0.164727273,20,0,7.0,11595,0,2901.75,897.6153846,3214.167532,10300000.0,972.4166667,DDoS,1
172.16.0.1,52441,192.168.10.50,80,6,325013,3,4,26,11601,35773.95366,21.53760003,20,0,8.666666667,7215,0,2900.25,1453.375,2786.259804,7763243.696,1661.0,DDoS,1
172.16.0.1,52441,192.168.10.50,80,6,72885336,8,5,56,11607,160.0184707,0.178362353,20,0,7.0,7215,0,2321.4,833.5,2175.302587,4731941.346,897.6153846,DDoS,1
172.16.0.1,52442,192.168.10.50,80,6,342734,3,4,26,11601,33924.2678,20.42400229,20,0,8.666666667,5840,0,2900.25,1453.375,2681.356423,7189672.268,1661.0,DDoS,1
172.16.0.1,52442,192.168.10.50,80,6,72868530,8,4,56,11607,160.0553764,0.164680144,20,0,7.0,11595,0,2901.75,897.6153846,3214.167532,10300000.0,972.4166667,DDoS,1
172.16.0.1,52443,192.168.10.50,80,6,1098092,3,6,26,11601,10588.366,8.196034576,20,0,8.666666667,4380,0,1933.5,1162.7,1645.241762,2706820.456,1291.888889,DDoS,1
172.16.0.1,52443,192.168.10.50,80,6,72114358,8,5,56,11607,161.7292357,0.180269233,20,0,7.0,10135,0,2321.4,833.5,2705.044255,7317264.423,897.6153846,DDoS,1
172.16.0.1,52444,192.168.10.50,80,6,363117,3,6,26,11601,32019.98254,24.78539975,20,0,8.666666667,4380,0,1933.5,1162.7,1645.241762,2706820.456,1291.888889,DDoS,1
172.16.0.1,52444,192.168.10.50,80,6,72848997,8,5,56,11607,160.0982921,0.178451324,20,0,7.0,5840,0,2321.4,833.5,2103.115592,4423095.192,897.6153846,DDoS,1
172.16.0.1,52445,192.168.10.50,80,6,1180326,3,7,26,11601,9850.668375,8.472235637,20,0,8.666666667,4380,0,1657.285714,1057.0,1468.855269,2157535.8,1162.7,DDoS,1
172.16.0.1,52445,192.168.10.50,80,6,72089885,8,6,56,11607,161.7841393,0.194202002,20,0,7.0,5840,0,1934.5,777.9333333,1804.898987,3257660.352,833.5,DDoS,1
172.16.0.1,52446,192.168.10.50,80,6,1180130,3,4,26,11601,9852.304407,5.931549914,20,0,8.666666667,8760,0,2900.25,1453.375,3113.952607,9696700.839,1661.0,DDoS,1
172.16.0.1,52446,192.168.10.50,80,6,72087878,8,5,56,11607,161.7886436,0.180335451,20,0,7.0,10135,0,2321.4,833.5,2705.044255,7317264.423,897.6153846,DDoS,1
172.16.0.1,52447,192.168.10.50,80,6,1180490,3,4,26,11601,9849.299867,5.92974104,20,0,8.666666667,8760,0,2900.25,1453.375,3113.952607,9696700.839,1661.0,DDoS,1
172.16.0.1,52447,192.168.10.50,80,6,72085874,8,6,56,11607,161.7931413,0.194212808,20,0,7.0,7215,0,1934.5,777.9333333,1957.353259,3831231.781,833.5,DDoS,1
172.16.0.1,52448,192.168.10.50,80,6,1180492,3,6,26,11601,9849.28318,7.623939849,20,0,8.666666667,5840,0,1933.5,1162.7,1911.59573,3654198.233,1291.888889,DDoS,1
172.16.0.1,52448,192.168.10.50,80,6,72090094,8,6,56,11607,161.7836703,0.194201439,20,0,7.0,5840,0,1934.5,777.9333333,1804.898987,3257660.352,833.5,DDoS,1
172.16.0.1,52449,192.168.10.50,80,6,1180940,3,4,26,11601,9845.546768,5.927481498,20,0,8.666666667,7215,0,2900.25,1453.375,2786.259804,7763243.696,1661.0,DDoS,1
172.16.0.1,52449,192.168.10.50,80,6,72087039,8,5,56,11607,161.7905266,0.18033755,20,0,7.0,10135,0,2321.4,833.5,2705.044255,7317264.423,897.6153846,DDoS,1
172.16.0.1,52450,192.168.10.50,80,6,1240684,3,6,26,11607,9376.279536,7.254063081,20,0,8.666666667,5840,0,1934.5,1163.3,2138.329153,4572451.567,1292.555556,DDoS,1
172.16.0.1,52450,192.168.10.50,80,6,71985599,8,5,56,11607,162.0185171,0.180591676,20,0,7.0,5840,0,2321.4,833.5,2103.115592,4423095.192,897.6153846,DDoS,1
172.16.0.1,52451,192.168.10.50,80,6,1280559,3,6,26,11607,9084.31396,7.028180662,20,0,8.666666667,4380,0,1934.5,1163.3,1903.962654,3625073.789,1292.555556,DDoS,1
172.16.0.1,52451,192.168.10.50,80,6,71945762,8,4,56,11607,162.1082281,0.166792312,20,0,7.0,11595,0,2901.75,897.6153846,3214.167532,10300000.0,972.4166667,DDoS,1
172.16.0.1,52452,192.168.10.50,80,6,1284657,3,7,26,11607,9055.335393,7.784178968,20,0,8.666666667,4380,0,1658.142857,1057.545455,1599.303183,2557770.673,1163.3,DDoS,1
172.16.0.1,52452,192.168.10.50,80,6,71941590,9,5,62,11607,162.20103,0.194602316,20,0,6.888888889,8760,0,2321.4,778.3333333,2325.15043,5406324.524,833.9285714,DDoS,1
172.16.0.1,52453,192.168.10.50,80,6,1284525,3,7,26,11607,9056.265935,7.784978883,20,0,8.666666667,4380,0,1658.142857,1057.545455,1599.303183,2557770.673,1163.3,DDoS,1
172.16.0.1,52453,192.168.10.50,80,6,71945697,9,5,62,11601,162.1083746,0.194591207,20,0,6.888888889,5840,0,2320.2,777.9333333,1814.694877,3293117.495,833.5,DDoS,1
172.16.0.1,52454,192.168.10.50,80,6,1286547,3,5,26,11607,9042.032666,6.218194905,20,0,8.666666667,7215,0,2321.4,1292.555556,2650.585648,7025604.278,1454.125,DDoS,1
172.16.0.1,52454,192.168.10.50,80,6,71949648,8,5,56,11601,162.016081,0.180681912,20,0,7.0,5840,0,2320.2,833.0714286,1774.906302,3150292.379,897.1538462,DDoS,1
172.16.0.1,52455,192.168.10.50,80,6,1288282,3,5,26,11607,9029.855265,6.209820521,20,0,8.666666667,7215,0,2321.4,1292.555556,2650.585648,7025604.278,1454.125,DDoS,1
172.16.0.1,52455,192.168.10.50,80,6,71947676,8,6,56,11601,162.0205217,0.194585854,20,0,7.0,4380,0,1933.5,777.5333333,1531.267956,2344781.552,833.0714286,DDoS,1
172.16.0.1,52456,192.168.10.50,80,6,1355853,3,5,26,11607,8579.83867,5.900344654,20,0,8.666666667,5840,0,2321.4,1292.555556,2554.159212,6523729.278,1454.125,DDoS,1
172.16.0.1,52456,192.168.10.50,80,6,71880786,8,5,56,11601,162.1712929,0.180855006,20,0,7.0,8760,0,2320.2,833.0714286,2337.724089,5464953.918,897.1538462,DDoS,1
172.16.0.1,52457,192.168.10.50,80,6,1758710,3,6,26,11607,6614.507224,5.117387176,20,0,8.666666667,5840,0,1934.5,1163.3,2138.329153,4572451.567,1292.555556,DDoS,1
172.16.0.1,52457,192.168.10.50,80,6,71477613,8,5,56,11601,163.0860281,0.181875128,20,0,7.0,7300,0,2320.2,833.0714286,2033.250541,4134107.764,897.1538462,DDoS,1
172.16.0.1,52458,192.168.10.50,80,6,1560356,3,7,26,11607,7455.349933,6.408793891,20,0,8.666666667,4380,0,1658.142857,1057.545455,1720.253084,2959270.673,1163.3,DDoS,1
172.16.0.1,52458,192.168.10.50,80,6,71382047,9,5,62,11601,163.3884217,0.196127746,20,0,6.888888889,4380,0,2320.2,777.9333333,1632.89937,2666360.352,833.5,DDoS,1
172.16.0.1,52459,192.168.10.50,80,6,1560098,3,6,26,11607,7456.582856,5.768868366,20,0,8.666666667,4380,0,1934.5,1163.3,1903.962654,3625073.789,1292.555556,DDoS,1
172.16.0.1,52459,192.168.10.50,80,6,71379076,9,4,62,11601,163.3952224,0.182126202,20,0,6.888888889,10135,0,2900.25,833.5,2705.044255,7317264.423,897.6153846,DDoS,1
172.16.0.1,52460,192.168.10.50,80,6,1560189,3,4,26,11607,7456.147941,4.486635914,20,0,8.666666667,11595,0,2901.75,1454.125,4097.537534,16800000.0,1661.857143,DDoS,1
172.16.0.1,52460,192.168.10.50,80,6,71379529,9,5,62,11601,163.3941855,0.196134665,20,0,6.888888889,5840,0,2320.2,777.9333333,1723.622534,2970874.638,833.5,DDoS,1
172.16.0.1,52461,192.168.10.50,80,6,1544643,3,4,26,11607,7531.190055,4.531791488,20,0,8.666666667,11595,0,2901.75,1454.125,4097.537534,16800000.0,1661.857143,DDoS,1
172.16.0.1,52461,192.168.10.50,80,6,71378611,8,5,56,11601,163.3122281,0.182127388,20,0,7.0,7300,0,2320.2,833.0714286,2033.250541,4134107.764,897.1538462,DDoS,1
172.16.0.1,52462,192.168.10.50,80,6,1534973,3,6,26,11607,7578.634934,5.863295315,20,0,8.666666667,5840,0,1934.5,1163.3,2138.329153,4572451.567,1292.555556,DDoS,1
172.16.0.1,52462,192.168.10.50,80,6,71375934,8,4,56,11607,163.4024152,0.168123895,20,0,7.0,11595,0,2901.75,897.6153846,3214.167532,10300000.0,972.4166667,DDoS,1
172.16.0.1,52463,192.168.10.50,80,6,1519496,3,5,26,11607,7655.827985,5.264903626,20,0,8.666666667,7215,0,2321.4,1292.555556,2650.585648,7025604.278,1454.125,DDoS,1
172.16.0.1,52463,192.168.10.50,80,6,71376533,9,5,62,11607,163.4851051,0.196142898,20,0,6.888888889,7215,0,2321.4,778.3333333,2107.034872,4439595.952,833.9285714,DDoS,1
172.16.0.1,52464,192.168.10.50,80,6,785082,3,4,26,11607,14817.56046,8.916266072,20,0,8.666666667,11595,0,2901.75,1454.125,4097.537534,16800000.0,1661.857143,DDoS,1
172.16.0.1,52464,192.168.10.50,80,6,71577847,8,6,56,11607,162.9414755,0.195591242,20,0,7.0,5840,0,1934.5,777.9333333,1804.898987,3257660.352,833.5,DDoS,1
172.16.0.1,52465,192.168.10.50,80,6,754772,3,6,26,11607,15412.60142,11.92413073,20,0,8.666666667,4380,0,1934.5,1163.3,1903.962654,3625073.789,1292.555556,DDoS,1
172.16.0.1,52465,192.168.10.50,80,6,71754731,8,6,56,11601,162.456187,0.195109086,20,0,7.0,5840,0,1933.5,777.5333333,1633.102694,2667024.41,833.0714286,DDoS,1
172.16.0.1,52466,192.168.10.50,80,6,756442,3,5,26,11607,15378.57496,10.57582736,20,0,8.666666667,7215,0,2321.4,1292.555556,2650.585648,7025604.278,1454.125,DDoS,1
172.16.0.1,52466,192.168.10.50,80,6,72326533,9,6,62,11601,161.2547915,0.20739277,20,0,6.888888889,5840,0,1933.5,729.3125,1594.67032,2542973.429,777.9333333,DDoS,1
172.16.0.1,52467,192.168.10.50,80,6,756347,3,6,26,11607,15380.50657,11.89930019,20,0,8.666666667,4380,0,1934.5,1163.3,1903.962654,3625073.789,1292.555556,DDoS,1
172.16.0.1,52467,192.168.10.50,80,6,72326870,8,4,56,11601,161.1710834,0.165913443,20,0,7.0,10220,0,2900.25,897.1538462,2826.602904,7989683.974,971.9166667,DDoS,1
172.16.0.1,52468,192.168.10.50,80,6,756569,3,5,26,11607,15375.99347,10.57405207,20,0,8.666666667,10220,0,2321.4,1292.555556,3378.299021,11400000.0,1454.125,DDoS,1
172.16.0.1,52468,192.168.10.50,80,6,72327547,8,6,56,11601,161.1695749,0.193563871,20,0,7.0,4380,0,1933.5,777.5333333,1434.571657,2057995.838,833.0714286,DDoS,1
172.16.0.1,52469,192.168.10.50,80,6,756428,3,4,26,11607,15378.85959,9.254020211,20,0,8.666666667,11595,0,2901.75,1454.125,4097.537534,16800000.0,1661.857143,DDoS,1
172.16.0.1,52469,192.168.10.50,80,6,72324910,8,7,56,11601,161.1754512,0.207397424,20,0,7.0,2920,0,1657.285714,728.9375,1179.048061,1390154.329,777.5333333,DDoS,1
172.16.0.1,52470,192.168.10.50,80,6,652364,3,5,26,11607,17832.06921,12.26309238,20,0,8.666666667,7215,0,2321.4,1292.555556,2650.585648,7025604.278,1454.125,DDoS,1
172.16.0.1,52471,192.168.10.50,80,6,622089,3,6,26,11607,18699.89664,14.46738328,20,0,8.666666667,4380,0,1934.5,1163.3,1903.962654,3625073.789,1292.555556,DDoS,1
172.16.0.1,52472,192.168.10.50,80,6,622070,3,4,26,11607,18700.46779,11.25275291,20,0,8.666666667,11595,0,2901.75,1454.125,4097.537534,16800000.0,1661.857143,DDoS,1
172.16.0.1,52473,192.168.10.50,80,6,622078,3,5,26,11607,18700.2273,12.86012365,20,0,8.666666667,7215,0,2321.4,1292.555556,2650.585648,7025604.278,1454.125,DDoS,1
172.16.0.1,52474,192.168.10.50,80,6,606612,3,4,26,11607,19177.00276,11.53950136,20,0,8.666666667,11595,0,2901.75,1454.125,4097.537534,16800000.0,1661.857143,DDoS,1
172.16.0.1,52475,192.168.10.50,80,6,607694,3,7,26,11607,19142.85808,16.45565038,20,0,8.666666667,4380,0,1658.142857,1057.545455,1599.303183,2557770.673,1163.3,DDoS,1
172.16.0.1,52476,192.168.10.50,80,6,544887,3,5,26,11607,21349.3807,14.68194323,20,0,8.666666667,7215,0,2321.4,1292.555556,2650.585648,7025604.278,1454.125,DDoS,1
172.16.0.1,52477,192.168.10.50,80,6,138711,3,4,26,11607,83865.01431,50.4646351,20,0,8.666666667,11595,0,2901.75,1454.125,4097.537534,16800000.0,1661.857143,DDoS,1
172.16.0.1,52478,192.168.10.50,80,6,46044,3,6,26,11607,252649.6395,195.4652072,20,0,8.666666667,4380,0,1934.5,1163.3,1911.191138,3652651.567,1292.555556,DDoS,1
172.16.0.1,52479,192.168.10.50,80,6,46072,3,5,26,11607,252496.0931,173.6412572,20,0,8.666666667,5840,0,2321.4,1292.555556,2554.159212,6523729.278,1454.125,DDoS,1
172.16.0.1,52480,192.168.10.50,80,6,47947,3,7,26,11607,242622.0619,208.5636223,20,0,8.666666667,5840,0,1658.142857,1057.545455,1846.729724,3410410.673,1163.3,DDoS,1
172.16.0.1,52481,192.168.10.50,80,6,47867,3,6,26,11607,243027.5555,188.0209748,20,0,8.666666667,5755,0,1934.5,1163.3,2131.87096,4544873.789,1292.555556,DDoS,1
172.16.0.1,52482,192.168.10.50,80,6,48026,3,4,26,11607,242222.9626,145.754383,20,0,8.666666667,11595,0,2901.75,1454.125,4097.537534,16800000.0,1661.857143,DDoS,1
172.16.0.1,52483,192.168.10.50,80,6,46620,3,5,26,11607,249528.0995,171.6001716,20,0,8.666666667,5840,0,2321.4,1292.555556,2554.159212,6523729.278,1454.125,DDoS,1
172.16.0.1,52484,192.168.10.50,80,6,78212,3,6,26,11607,148736.7667,115.071856,20,0,8.666666667,5840,0,1934.5,1163.3,2138.329153,4572451.567,1292.555556,DDoS,1
172.16.0.1,52484,192.168.10.50,80,6,72274375,8,6,56,11607,161.3711637,0.193706276,20,0,7.0,5840,0,1934.5,777.9333333,1804.898987,3257660.352,833.5,DDoS,1
172.16.0.1,52485,192.168.10.50,80,6,33074,3,5,26,11601,351545.0203,241.8818407,20,0,8.666666667,5840,0,2320.2,1291.888889,2110.95076,4456113.111,1453.375,DDoS,1
172.16.0.1,52485,192.168.10.50,80,6,72526459,8,6,56,11607,160.8102775,0.193033001,20,0,7.0,4380,0,1934.5,777.9333333,1627.46176,2648631.781,833.5,DDoS,1
172.16.0.1,52486,192.168.10.50,80,6,33253,2,4,20,11601,349472.2281,180.434848,20,0,10.0,8760,0,2900.25,1660.142857,3303.602601,10900000.0,1936.833333,DDoS,1
172.16.0.1,52486,192.168.10.50,80,6,72529775,8,4,56,11601,160.7202008,0.165449293,20,0,7.0,7215,0,2900.25,897.1538462,2250.514898,5064817.308,971.9166667,DDoS,1
172.16.0.1,52487,192.168.10.50,80,6,33177,3,4,26,11601,350453.6275,210.9895409,20,0,8.666666667,8760,0,2900.25,1453.375,3113.952607,9696700.839,1661.0,DDoS,1
172.16.0.1,52487,192.168.10.50,80,6,72530122,8,5,56,11601,160.7194319,0.179235877,20,0,7.0,7215,0,2320.2,833.0714286,2019.116351,4076830.841,897.1538462,DDoS,1
172.16.0.1,52488,192.168.10.50,80,6,33224,2,5,20,11601,349777.2694,210.6910667,20,0,10.0,5840,0,2320.2,1452.625,2197.033906,4826957.982,1660.142857,DDoS,1
172.16.0.1,52488,192.168.10.50,80,6,72530174,8,6,56,11601,160.7193166,0.193023113,20,0,7.0,5755,0,1933.5,777.5333333,1622.210611,2631567.267,833.0714286,DDoS,1
172.16.0.1,52489,192.168.10.50,80,6,33069,3,5,26,11601,351598.1735,241.918413,20,0,8.666666667,7300,0,2320.2,1291.888889,2460.652985,6054813.111,1453.375,DDoS,1
172.16.0.1,52489,192.168.10.50,80,6,73066905,8,5,56,11601,159.5387132,0.177919128,20,0,7.0,5840,0,2320.2,833.0714286,1774.906302,3150292.379,897.1538462,DDoS,1
172.16.0.1,52490,192.168.10.50,80,6,1213631,3,4,26,11601,9580.341966,5.767815753,20,0,8.666666667,8760,0,2900.25,1453.375,3113.952607,9696700.839,1661.0,DDoS,1
172.16.0.1,52490,192.168.10.50,80,6,71896295,8,6,56,11601,162.1363104,0.194724916,20,0,7.0,4380,0,1933.5,777.5333333,1434.571657,2057995.838,833.0714286,DDoS,1
172.16.0.1,52491,192.168.10.50,80,6,1213792,3,7,26,11601,9579.071208,8.238643853,20,0,8.666666667,5840,0,1657.285714,1057.0,1734.985821,3010175.8,1162.7,DDoS,1
172.16.0.1,52491,192.168.10.50,80,6,71895924,8,7,56,11601,162.137147,0.208634915,20,0,7.0,4380,0,1657.285714,728.9375,1300.351618,1690914.329,777.5333333,DDoS,1
172.16.0.1,52492,192.168.10.50,80,6,1212461,3,6,26,11601,9589.586799,7.42291917,20,0,8.666666667,5840,0,1933.5,1162.7,1911.59573,3654198.233,1291.888889,DDoS,1
172.16.0.1,52492,192.168.10.50,80,6,71897330,8,5,56,11601,162.1339763,0.18081339,20,0,7.0,8760,0,2320.2,833.0714286,2337.724089,5464953.918,897.1538462,DDoS,1
172.16.0.1,52493,192.168.10.50,80,6,1202626,3,5,26,11601,9668.009838,6.652109633,20,0,8.666666667,7300,0,2320.2,1291.888889,2460.652985,6054813.111,1453.375,DDoS,1
172.16.0.1,52493,192.168.10.50,80,6,71888248,8,5,56,11601,162.1544595,0.180836233,20,0,7.0,4380,0,2320.2,833.0714286,1679.986285,2822353.918,897.1538462,DDoS,1
172.16.0.1,52494,192.168.10.50,80,6,1202435,3,4,26,11601,9669.545547,5.821520498,20,0,8.666666667,8760,0,2900.25,1453.375,3113.952607,9696700.839,1661.0,DDoS,1
172.16.0.1,52494,192.168.10.50,80,6,71887261,8,4,56,11601,162.1566859,0.166928046,20,0,7.0,8760,0,2900.25,897.1538462,2488.507044,6192667.308,971.9166667,DDoS,1
172.16.0.1,52495,192.168.10.50,80,6,1202420,3,4,26,11601,9669.666173,5.821593121,20,0,8.666666667,10135,0,2900.25,1453.375,3544.652026,12600000.0,1661.0,DDoS,1
172.16.0.1,52495,192.168.10.50,80,6,71931336,8,6,56,11601,162.0573264,0.194630057,20,0,7.0,4380,0,1933.5,777.5333333,1434.571657,2057995.838,833.0714286,DDoS,1
172.16.0.1,52496,192.168.10.50,80,6,1204114,3,4,26,11601,9656.062466,5.81340305,20,0,8.666666667,8760,0,2900.25,1453.375,3113.952607,9696700.839,1661.0,DDoS,1
172.16.0.1,52496,192.168.10.50,80,6,71964975,8,6,56,11601,161.9815751,0.19453908,20,0,7.0,4380,0,1933.5,777.5333333,1434.571657,2057995.838,833.0714286,DDoS,1
